Designator,Mid X,Mid Y,Rotation,Layer
D1,42.03,11.54,270.0,top
J1,-11.224526,-44.94358,90.0,top
J2,6.185374,44.42642,270.0,top
J3,45.555374,-5.10358,180.0,top
J4,-3.466626,-22.88358,90.0,top
J5,-0.014056,0.0,180.0,top
J6,-46.900626,6.07242,0.0,top
R1,-10.108625,-42.18758,0.0,top
R2,-5.714627,-42.18758,180.0,top
R3,0.597374,-42.44158,0.0,top
R4,4.407374,-42.44158,180.0,top
U2,-31.025626,3.53242,270.0,top
U3,31.7425,1.50042,0.0,top
