Designator,Mid X,Mid Y,Rotation,Layer
D1,42.03,11.54,270.0,top
J1,-10.787999,-33.308291,90.0,top
J2,-6.768626,41.37842,90.0,top
J3,48.768,10.414,0.0,top
J4,-3.466626,-22.88358,90.0,top
J5,-0.014056,0.0,180.0,top
J6,-49.53,6.096,0.0,top
R1,-8.248,-37.15629,90.0,top
R2,-5.708,-37.15629,90.0,top
R3,1.912,-37.118291,90.0,top
R4,4.452,-37.118291,90.0,top
U2,-31.025626,3.53242,270.0,top
U3,31.7425,1.50042,0.0,top
