Designator,Mid X,Mid Y,Rotation,Layer
D1,42.03,11.54,270.0,top
J1,-10.8495,-33.25958,90.0,top
J2,6.185374,44.42642,270.0,top
J3,45.555374,-5.10358,180.0,top
J4,-8.546626,-43.96558,90.0,top
J5,-0.014056,0.0,180.0,top
J6,-45.884626,6.07242,0.0,top
R1,-8.838626,-35.83758,0.0,top
R2,-5.028626,-35.83758,180.0,top
R3,1.067374,-35.83758,0.0,top
R4,5.169374,-35.83758,180.0,top
U2,-31.025626,3.53242,270.0,top
U3,31.7425,1.50042,0.0,top
