Designator,Mid X,Mid Y,Rotation,Layer
D1,42.03,11.54,270.0,top
J1,-10.787999,-33.308291,90.0,top
J2,10.04,-12.988291,0.0,top
J3,48.768,10.414,0.0,top
J4,0.19,-12.988291,0.0,top
J5,-0.014056,0.0,180.0,top
J6,-49.53,6.096,0.0,top
R1,-8.248,-37.15629,90.0,top
R2,-5.708,-37.15629,90.0,top
R3,1.912,-37.118291,90.0,top
R4,4.452,-37.118291,90.0,top
U2,-31.55,-0.24,270.0,top
U3,31.7425,4.92,0.0,top
