Designator,Mid X,Mid Y,Rotation,Layer
J1,-9.652,-8.662101,90.0,top
R1,-8.13,-4.44,0.0,top
R2,-4.43,-4.97,270.0,top
R3,2.2,-5.86,0.0,top
R4,5.40911,-4.966891,270.0,top
U1,0.025746,10.4319,180.0,top
U2,37.338,-1.524,90.0,top
tof1,-7.112,-25.908,90.0,top
tof2,21.291374,7.772789,0.0,top
tof3,11.43,-17.526,0.0,top
tof4,-21.634626,-4.815289,180.0,top
